task_id,program_id,category,repetition,original_dynamic_ms,slice_dynamic_ms,dynamic_ratio,original_path_derivation_ms,slice_path_derivation_ms,path_derivation_ratio,original_smt_ms,slice_smt_ms,smt_ratio,original_other_ms,slice_slicing_ms,slice_other_ms,original_total_ms,slice_total_ms,total_ratio
BR-004-T04,BR-004,Branched,7,40.74,26.31804,0.646,145.5,105.779788,0.727009,138.71,91.273635,0.658018,113.7325,10.967062,60.440586,438.6825,294.779111,0.671965
BR-004-T04,BR-004,Branched,8,42.42,27.40332,0.646,151.5,110.141841,0.727009,144.43,95.037496,0.658018,118.4225,11.419312,62.932982,456.7725,306.934951,0.671965
BR-004-T04,BR-004,Branched,9,40.32,26.04672,0.646,144,104.689274,0.727009,137.28,90.33267,0.658018,112.56,10.854,59.817487,434.16,291.740152,0.671965
BR-004-T04,BR-004,Branched,10,42,27.132,0.646,150,109.051327,0.727009,143,94.096531,0.658018,117.25,11.30625,62.309883,452.25,303.895991,0.671965
BR-005-T01,BR-005,Branched,1,62.83,41.65629,0.663,178.19,128.832947,0.723009,63.86,41.76557,0.654018,106.708,10.2897,61.025055,411.588,283.569563,0.688965
BR-005-T01,BR-005,Branched,2,59.78,39.63414,0.663,169.54,122.57892,0.723009,60.76,39.738115,0.654018,101.528,9.7902,58.062674,391.608,269.80405,0.688965
BR-005-T01,BR-005,Branched,3,62.22,41.25186,0.663,176.46,127.582142,0.723009,63.24,41.360079,0.654018,105.672,10.1898,60.432579,407.592,280.81646,0.688965
BR-005-T01,BR-005,Branched,4,59.17,39.22971,0.663,167.81,121.328115,0.723009,60.14,39.332624,0.654018,100.492,9.6903,57.470198,387.612,267.050947,0.688965
BR-005-T01,BR-005,Branched,5,61.61,40.84743,0.663,174.73,126.331336,0.723009,62.62,40.954588,0.654018,104.636,10.0899,59.840103,403.596,278.063357,0.688965
BR-005-T01,BR-005,Branched,6,58.56,38.82528,0.663,166.08,120.07731,0.723009,59.52,38.927133,0.654018,99.456,9.5904,56.877721,383.616,264.297845,0.688965
BR-005-T01,BR-005,Branched,7,61,40.443,0.663,173,125.080531,0.723009,62,40.549097,0.654018,103.6,9.99,59.247627,399.6,275.310255,0.688965
BR-005-T01,BR-005,Branched,8,63.44,42.06072,0.663,179.92,130.083752,0.723009,64.48,42.171061,0.654018,107.744,10.3896,61.617532,415.584,286.322665,0.688965
BR-005-T01,BR-005,Branched,9,60.39,40.03857,0.663,171.27,123.829726,0.723009,61.38,40.143606,0.654018,102.564,9.8901,58.65515,395.604,272.557152,0.688965
BR-005-T01,BR-005,Branched,10,62.83,41.65629,0.663,178.19,128.832947,0.723009,63.86,41.76557,0.654018,106.708,10.2897,61.025055,411.588,283.569563,0.688965
BR-005-T02,BR-005,Branched,1,77.6,51.1384,0.659,68.87,49.518139,0.719009,88.27,57.377062,0.650018,82.159,7.922475,51.108521,316.899,217.064597,0.684965
BR-005-T02,BR-005,Branched,2,80.8,53.2472,0.659,71.71,51.560125,0.719009,91.91,59.743127,0.650018,85.547,8.249175,53.216088,329.967,226.015715,0.684965
BR-005-T02,BR-005,Branched,3,76.8,50.6112,0.659,68.16,49.007643,0.719009,87.36,56.785546,0.650018,81.312,7.8408,50.581629,313.632,214.826818,0.684965
BR-005-T02,BR-005,Branched,4,80,52.72,0.659,71,51.049628,0.719009,91,59.151611,0.650018,84.7,8.1675,52.689196,326.7,223.777935,0.684965
BR-005-T02,BR-005,Branched,5,83.2,54.8288,0.659,73.84,53.091613,0.719009,94.64,61.517675,0.650018,88.088,8.4942,54.796764,339.768,232.729053,0.684965
BR-005-T02,BR-005,Branched,6,79.2,52.1928,0.659,70.29,50.539132,0.719009,90.09,58.560095,0.650018,83.853,8.085825,52.162304,323.433,221.540156,0.684965
BR-005-T02,BR-005,Branched,7,82.4,54.3016,0.659,73.13,52.581117,0.719009,93.73,60.926159,0.650018,87.241,8.412525,54.269872,336.501,230.491273,0.684965
BR-005-T02,BR-005,Branched,8,78.4,51.6656,0.659,69.58,50.028636,0.719009,89.18,57.968578,0.650018,83.006,8.00415,51.635413,320.166,219.302377,0.684965
BR-005-T02,BR-005,Branched,9,81.6,53.7744,0.659,72.42,52.070621,0.719009,92.82,60.334643,0.650018,86.394,8.33085,53.74298,333.234,228.253494,0.684965
BR-005-T02,BR-005,Branched,10,77.6,51.1384,0.659,68.87,49.518139,0.719009,88.27,57.377062,0.650018,82.159,7.922475,51.108521,316.899,217.064597,0.684965
BR-005-T03,BR-005,Branched,1,99,64.845,0.655,94,67.210832,0.715009,120,80.042124,0.667018,109.55,10.56375,65.079887,422.55,287.741592,0.680965
BR-005-T03,BR-005,Branched,2,102.96,67.4388,0.655,97.76,69.899265,0.715009,124.8,83.243809,0.667018,113.932,10.9863,67.683082,439.452,299.251256,0.680965
BR-005-T03,BR-005,Branched,3,98.01,64.19655,0.655,93.06,66.538724,0.715009,118.8,79.241703,0.667018,108.4545,10.458112,64.429088,418.3245,284.864177,0.680965
BR-005-T03,BR-005,Branched,4,101.97,66.79035,0.655,96.82,69.227157,0.715009,123.6,82.443388,0.667018,112.8365,10.880662,67.032283,435.2265,296.37384,0.680965
BR-005-T03,BR-005,Branched,5,97.02,63.5481,0.655,92.12,65.866615,0.715009,117.6,78.441281,0.667018,107.359,10.352475,63.778289,414.099,281.986761,0.680965
BR-005-T03,BR-005,Branched,6,100.98,66.1419,0.655,95.88,68.555048,0.715009,122.4,81.642966,0.667018,111.741,10.775025,66.381484,431.001,293.496424,0.680965
BR-005-T03,BR-005,Branched,7,96.03,62.89965,0.655,91.18,65.194507,0.715009,116.4,77.64086,0.667018,106.2635,10.246838,63.12749,409.8735,279.109345,0.680965
BR-005-T03,BR-005,Branched,8,99.99,65.49345,0.655,94.94,67.88294,0.715009,121.2,80.842545,0.667018,110.6455,10.669388,65.730686,426.7755,290.619008,0.680965
BR-005-T03,BR-005,Branched,9,95.04,62.2512,0.655,90.24,64.522399,0.715009,115.2,76.840439,0.667018,105.168,10.1412,62.476691,405.648,276.231929,0.680965
BR-005-T03,BR-005,Branched,10,99,64.845,0.655,94,67.210832,0.715009,120,80.042124,0.667018,109.55,10.56375,65.079887,422.55,287.741592,0.680965
BR-005-T04,BR-005,Branched,1,121.54,79.12254,0.651,120.51,85.683676,0.711009,40.17,26.633421,0.663018,98.777,9.524925,56.95692,380.997,257.921482,0.676965
BR-005-T04,BR-005,Branched,2,115.64,75.28164,0.651,114.66,81.524275,0.711009,38.22,25.340536,0.663018,93.982,9.06255,54.192021,362.502,245.401022,0.676965
BR-005-T04,BR-005,Branched,3,120.36,78.35436,0.651,119.34,84.851796,0.711009,39.78,26.374844,0.663018,97.818,9.43245,56.40394,377.298,255.41739,0.676965
BR-005-T04,BR-005,Branched,4,114.46,74.51346,0.651,113.49,80.692394,0.711009,37.83,25.08196,0.663018,93.023,8.970075,53.639041,358.803,242.89693,0.676965
BR-005-T04,BR-005,Branched,5,119.18,77.58618,0.651,118.17,84.019916,0.711009,39.39,26.116267,0.663018,96.859,9.339975,55.85096,373.599,252.913298,0.676965
BR-005-T04,BR-005,Branched,6,113.28,73.74528,0.651,112.32,79.860514,0.711009,37.44,24.823383,0.663018,92.064,8.8776,53.086061,355.104,240.392838,0.676965
BR-005-T04,BR-005,Branched,7,118,76.818,0.651,117,83.188035,0.711009,39,25.85769,0.663018,95.9,9.2475,55.297981,369.9,250.409206,0.676965
BR-005-T04,BR-005,Branched,8,122.72,79.89072,0.651,121.68,86.515557,0.711009,40.56,26.891998,0.663018,99.736,9.6174,57.5099,384.696,260.425574,0.676965
BR-005-T04,BR-005,Branched,9,116.82,76.04982,0.651,115.83,82.356155,0.711009,38.61,25.599113,0.663018,94.941,9.155025,54.745001,366.201,247.905114,0.676965
BR-005-T04,BR-005,Branched,10,121.54,79.12254,0.651,120.51,85.683676,0.711009,40.17,26.633421,0.663018,98.777,9.524925,56.95692,380.997,257.921482,0.676965
BR-006-T01,BR-006,Branched,1,40.74,26.35878,0.647,135.8,98.863602,0.728009,65.96,43.468807,0.659018,84.875,8.184375,43.436222,327.375,220.311787,0.672965
BR-006-T01,BR-006,Branched,2,42.42,27.44574,0.647,141.4,102.940451,0.728009,68.68,45.261336,0.659018,88.375,8.521875,45.227407,340.875,229.396809,0.672965
BR-006-T01,BR-006,Branched,3,40.32,26.08704,0.647,134.4,97.844389,0.728009,65.28,43.020675,0.659018,84,8.1,42.988426,324,218.040531,0.672965
BR-006-T01,BR-006,Branched,4,42,27.174,0.647,140,101.921239,0.728009,68,44.813204,0.659018,87.5,8.4375,44.779611,337.5,227.125553,0.672965
BR-006-T01,BR-006,Branched,5,43.68,28.26096,0.647,145.6,105.998088,0.728009,70.72,46.605732,0.659018,91,8.775,46.570795,351,236.210575,0.672965
BR-006-T01,BR-006,Branched,6,41.58,26.90226,0.647,138.6,100.902027,0.728009,67.32,44.365072,0.659018,86.625,8.353125,44.331815,334.125,224.854298,0.672965
BR-006-T01,BR-006,Branched,7,43.26,27.98922,0.647,144.2,104.978876,0.728009,70.04,46.1576,0.659018,90.125,8.690625,46.122999,347.625,233.93932,0.672965
BR-006-T01,BR-006,Branched,8,41.16,26.63052,0.647,137.2,99.882814,0.728009,66.64,43.916939,0.659018,85.75,8.26875,43.884018,330.75,222.583042,0.672965
BR-006-T01,BR-006,Branched,9,42.84,27.71748,0.647,142.8,103.959664,0.728009,69.36,45.709468,0.659018,89.25,8.60625,45.675203,344.25,231.668064,0.672965
BR-006-T01,BR-006,Branched,10,40.74,26.35878,0.647,135.8,98.863602,0.728009,65.96,43.468807,0.659018,84.875,8.184375,43.436222,327.375,220.311787,0.672965
BR-006-T02,BR-006,Branched,1,61,39.223,0.643,163,118.013442,0.724009,97,63.536717,0.655018,112.35,10.83375,67.389251,433.35,298.99616,0.689965
BR-006-T02,BR-006,Branched,2,63.44,40.79192,0.643,169.52,122.73398,0.724009,100.88,66.078185,0.655018,116.844,11.2671,70.084821,450.684,310.956007,0.689965
BR-006-T02,BR-006,Branched,3,60.39,38.83077,0.643,161.37,116.833308,0.724009,96.03,62.90135,0.655018,111.2265,10.725412,66.715358,429.0165,296.006199,0.689965
BR-006-T02,BR-006,Branched,4,62.83,40.39969,0.643,167.89,121.553846,0.724009,99.91,65.442818,0.655018,115.7205,11.158762,69.410928,446.3505,307.966045,0.689965
BR-006-T02,BR-006,Branched,5,59.78,38.43854,0.643,159.74,115.653174,0.724009,95.06,62.265982,0.655018,110.103,10.617075,66.041466,424.683,293.016237,0.689965
BR-006-T02,BR-006,Branched,6,62.22,40.00746,0.643,166.26,120.373711,0.724009,98.94,64.807451,0.655018,114.597,11.050425,68.737036,442.017,304.976083,0.689965
BR-006-T02,BR-006,Branched,7,59.17,38.04631,0.643,158.11,114.473039,0.724009,94.09,61.630615,0.655018,108.9795,10.508738,65.367573,420.3495,290.026275,0.689965
BR-006-T02,BR-006,Branched,8,61.61,39.61523,0.643,164.63,119.193577,0.724009,97.97,64.172084,0.655018,113.4735,10.942088,68.063143,437.6835,301.986122,0.689965
BR-006-T02,BR-006,Branched,9,58.56,37.65408,0.643,156.48,113.292905,0.724009,93.12,60.995248,0.655018,107.856,10.4004,64.693681,416.016,287.036314,0.689965
BR-006-T02,BR-006,Branched,10,61,39.223,0.643,163,118.013442,0.724009,97,63.536717,0.655018,112.35,10.83375,67.389251,433.35,298.99616,0.689965
BR-006-T03,BR-006,Branched,1,82.4,54.384,0.66,62.83,45.238156,0.720009,129.78,84.489077,0.651018,96.2535,9.281588,61.280798,371.2635,254.673619,0.685965
BR-006-T03,BR-006,Branched,2,78.4,51.744,0.66,59.78,43.042129,0.720009,123.48,80.387665,0.651018,91.581,8.831025,58.306002,353.241,242.310822,0.685965
BR-006-T03,BR-006,Branched,3,81.6,53.856,0.66,62.22,44.798951,0.720009,128.52,83.668795,0.651018,95.319,9.191475,60.685839,367.659,252.20106,0.685965
BR-006-T03,BR-006,Branched,4,77.6,51.216,0.66,59.17,42.602924,0.720009,122.22,79.567383,0.651018,90.6465,8.740912,57.711043,349.6365,239.838262,0.685965
BR-006-T03,BR-006,Branched,5,80.8,53.328,0.66,61.61,44.359745,0.720009,127.26,82.848512,0.651018,94.3845,9.101362,60.09088,364.0545,249.7285,0.685965
BR-006-T03,BR-006,Branched,6,76.8,50.688,0.66,58.56,42.163718,0.720009,120.96,78.747101,0.651018,89.712,8.6508,57.116084,346.032,237.365703,0.685965
BR-006-T03,BR-006,Branched,7,80,52.8,0.66,61,43.92054,0.720009,126,82.02823,0.651018,93.45,9.01125,59.495921,360.45,247.255941,0.685965
BR-006-T03,BR-006,Branched,8,83.2,54.912,0.66,63.44,45.677361,0.720009,131.04,85.309359,0.651018,97.188,9.3717,61.875758,374.868,257.146178,0.685965
BR-006-T03,BR-006,Branched,9,79.2,52.272,0.66,60.39,43.481334,0.720009,124.74,81.207948,0.651018,92.5155,8.921138,58.900962,356.8455,244.783381,0.685965
BR-006-T03,BR-006,Branched,10,82.4,54.384,0.66,62.83,45.238156,0.720009,129.78,84.489077,0.651018,96.2535,9.281588,61.280798,371.2635,254.673619,0.685965
BR-006-T04,BR-006,Branched,1,96.03,62.99568,0.656,81.48,58.340401,0.716009,43.65,29.158973,0.668018,77.406,7.46415,45.65224,298.566,203.611443,0.681965
BR-006-T04,BR-006,Branched,2,99.99,65.59344,0.656,84.84,60.746191,0.716009,45.45,30.361404,0.668018,80.598,7.77195,47.534806,310.878,212.007791,0.681965
BR-006-T04,BR-006,Branched,3,95.04,62.34624,0.656,80.64,57.738954,0.716009,43.2,28.858365,0.668018,76.608,7.3872,45.181598,295.488,201.512356,0.681965
BR-006-T04,BR-006,Branched,4,99,64.944,0.656,84,60.144743,0.716009,45,30.060796,0.668018,79.8,7.695,47.064165,307.8,209.908704,0.681965
BR-006-T04,BR-006,Branched,5,102.96,67.54176,0.656,87.36,62.550533,0.716009,46.8,31.263228,0.668018,82.992,8.0028,48.946731,320.112,218.305053,0.681965
BR-006-T04,BR-006,Branched,6,98.01,64.29456,0.656,83.16,59.543296,0.716009,44.55,29.760188,0.668018,79.002,7.61805,46.593523,304.722,207.809617,0.681965
BR-006-T04,BR-006,Branched,7,101.97,66.89232,0.656,86.52,61.949086,0.716009,46.35,30.96262,0.668018,82.194,7.92585,48.47609,317.034,216.205966,0.681965
BR-006-T04,BR-006,Branched,8,97.02,63.64512,0.656,82.32,58.941848,0.716009,44.1,29.459581,0.668018,78.204,7.5411,46.122881,301.644,205.71053,0.681965
BR-006-T04,BR-006,Branched,9,100.98,66.24288,0.656,85.68,61.347638,0.716009,45.9,30.662012,0.668018,81.396,7.8489,48.005448,313.956,214.106879,0.681965
BR-006-T04,BR-006,Branched,10,96.03,62.99568,0.656,81.48,58.340401,0.716009,43.65,29.158973,0.668018,77.406,7.46415,45.65224,298.566,203.611443,0.681965
BR-007-T01,BR-007,Branched,1,118,76.936,0.652,107,76.184947,0.712009,74,49.13731,0.664018,104.65,10.09125,61.310905,403.65,273.660412,0.677965
BR-007-T01,BR-007,Branched,2,122.72,80.01344,0.652,111.28,79.232345,0.712009,76.96,51.102802,0.664018,108.836,10.4949,63.763341,419.796,284.606828,0.677965
BR-007-T01,BR-007,Branched,3,116.82,76.16664,0.652,105.93,75.423097,0.712009,73.26,48.645937,0.664018,103.6035,9.990338,60.697796,399.6135,270.923807,0.677965
BR-007-T01,BR-007,Branched,4,121.54,79.24408,0.652,110.21,78.470495,0.712009,76.22,50.611429,0.664018,107.7895,10.393988,63.150232,415.7595,281.870224,0.677965
BR-007-T01,BR-007,Branched,5,115.64,75.39728,0.652,104.86,74.661248,0.712009,72.52,48.154564,0.664018,102.557,9.889425,60.084687,395.577,268.187203,0.677965
BR-007-T01,BR-007,Branched,6,120.36,78.47472,0.652,109.14,77.708646,0.712009,75.48,50.120056,0.664018,106.743,10.293075,62.537123,411.723,279.13362,0.677965
BR-007-T01,BR-007,Branched,7,114.46,74.62792,0.652,103.79,73.899398,0.712009,71.78,47.66319,0.664018,101.5105,9.788512,59.471578,391.5405,265.450599,0.677965
BR-007-T01,BR-007,Branched,8,119.18,77.70536,0.652,108.07,76.946796,0.712009,74.74,49.628683,0.664018,105.6965,10.192162,61.924014,407.6865,276.397016,0.677965
BR-007-T01,BR-007,Branched,9,113.28,73.85856,0.652,102.72,73.137549,0.712009,71.04,47.171817,0.664018,100.464,9.6876,58.858469,387.504,262.713995,0.677965
BR-007-T01,BR-007,Branched,10,118,76.936,0.652,107,76.184947,0.712009,74,49.13731,0.664018,104.65,10.09125,61.310905,403.65,273.660412,0.677965
BR-007-T02,BR-007,Branched,1,43.26,28.03248,0.648,133.9,97.614285,0.729009,106.09,70.021278,0.660018,99.1375,9.559688,52.487909,382.3875,257.715639,0.673965
BR-007-T02,BR-007,Branched,2,41.16,26.67168,0.648,127.4,92.875727,0.729009,100.94,66.622187,0.660018,94.325,9.095625,49.939952,363.825,245.205171,0.673965
BR-007-T02,BR-007,Branched,3,42.84,27.76032,0.648,132.6,96.666573,0.729009,105.06,69.341459,0.660018,98.175,9.466875,51.978318,378.675,255.213546,0.673965
BR-007-T02,BR-007,Branched,4,40.74,26.39952,0.648,126.1,91.928016,0.729009,99.91,65.942368,0.660018,93.3625,9.002812,49.430361,360.1125,242.703078,0.673965
BR-007-T02,BR-007,Branched,5,42.42,27.48816,0.648,131.3,95.718862,0.729009,104.03,68.661641,0.660018,97.2125,9.374062,51.468726,374.9625,252.711452,0.673965
BR-007-T02,BR-007,Branched,6,40.32,26.12736,0.648,124.8,90.980304,0.729009,98.88,65.26255,0.660018,92.4,8.91,48.92077,356.4,240.200984,0.673965
BR-007-T02,BR-007,Branched,7,42,27.216,0.648,130,94.77115,0.729009,103,67.981823,0.660018,96.25,9.28125,50.959135,371.25,250.209358,0.673965
BR-007-T02,BR-007,Branched,8,43.68,28.30464,0.648,135.2,98.561996,0.729009,107.12,70.701096,0.660018,100.1,9.6525,52.9975,386.1,260.217733,0.673965
BR-007-T02,BR-007,Branched,9,41.58,26.94384,0.648,128.7,93.823439,0.729009,101.97,67.302005,0.660018,95.2875,9.188438,50.449544,367.5375,247.707265,0.673965
BR-007-T02,BR-007,Branched,10,43.26,28.03248,0.648,133.9,97.614285,0.729009,106.09,70.021278,0.660018,99.1375,9.559688,52.487909,382.3875,257.715639,0.673965
BR-007-T03,BR-007,Branched,1,59.17,38.10548,0.644,148.41,107.598563,0.725009,128.04,83.996506,0.656018,117.467,11.327175,72.039354,453.087,313.067079,0.690965
BR-007-T03,BR-007,Branched,2,61.61,39.67684,0.644,154.53,112.035618,0.725009,133.32,87.46028,0.656018,122.311,11.794275,75.010049,471.771,325.977061,0.690965
BR-007-T03,BR-007,Branched,3,58.56,37.71264,0.644,146.88,106.4893,0.725009,126.72,83.130563,0.656018,116.256,11.2104,71.29668,448.416,309.839583,0.690965
BR-007-T03,BR-007,Branched,4,61,39.284,0.644,153,110.926354,0.725009,132,86.594336,0.656018,121.1,11.6775,74.267375,467.1,322.749565,0.690965
BR-007-T03,BR-007,Branched,5,63.44,40.85536,0.644,159.12,115.363408,0.725009,137.28,90.05811,0.656018,125.944,12.1446,77.23807,485.784,335.659548,0.690965
BR-007-T03,BR-007,Branched,6,60.39,38.89116,0.644,151.47,109.81709,0.725009,130.68,85.728393,0.656018,119.889,11.560725,73.524701,462.429,319.52207,0.690965
BR-007-T03,BR-007,Branched,7,62.83,40.46252,0.644,157.59,114.254145,0.725009,135.96,89.192166,0.656018,124.733,12.027825,76.495396,481.113,332.432052,0.690965
BR-007-T03,BR-007,Branched,8,59.78,38.49832,0.644,149.94,108.707827,0.725009,129.36,84.86245,0.656018,118.678,11.44395,72.782028,457.758,316.294574,0.690965
BR-007-T03,BR-007,Branched,9,62.22,40.06968,0.644,156.06,113.144881,0.725009,134.64,88.326223,0.656018,123.522,11.91105,75.752723,476.442,329.204557,0.690965
BR-007-T03,BR-007,Branched,10,59.17,38.10548,0.644,148.41,107.598563,0.725009,128.04,83.996506,0.656018,117.467,11.327175,72.039354,453.087,313.067079,0.690965
BR-007-T04,BR-007,Branched,1,80,52.88,0.661,176,126.897558,0.721009,51,33.252903,0.652018,107.45,10.36125,61.320769,414.45,284.712479,0.686965
BR-007-T04,BR-007,Branched,2,83.2,54.9952,0.661,183.04,131.97346,0.721009,53.04,34.583019,0.652018,111.748,10.7757,63.7736,431.028,296.100978,0.686965
BR-007-T04,BR-007,Branched,3,79.2,52.3512,0.661,174.24,125.628582,0.721009,50.49,32.920374,0.652018,106.3755,10.257638,60.707561,410.3055,281.865354,0.686965
BR-007-T04,BR-007,Branched,4,82.4,54.4664,0.661,181.28,130.704484,0.721009,52.53,34.25049,0.652018,110.6735,10.672088,63.160392,426.8835,293.253854,0.686965
BR-007-T04,BR-007,Branched,5,78.4,51.8224,0.661,172.48,124.359606,0.721009,49.98,32.587845,0.652018,105.301,10.154025,60.094354,406.161,279.01823,0.686965
BR-007-T04,BR-007,Branched,6,81.6,53.9376,0.661,179.52,129.435509,0.721009,52.02,33.917961,0.652018,109.599,10.568475,62.547184,422.739,290.406729,0.686965
BR-007-T04,BR-007,Branched,7,77.6,51.2936,0.661,170.72,123.090631,0.721009,49.47,32.255316,0.652018,104.2265,10.050412,59.481146,402.0165,276.171105,0.686965
BR-007-T04,BR-007,Branched,8,80.8,53.4088,0.661,177.76,128.166533,0.721009,51.51,33.585432,0.652018,108.5245,10.464862,61.933977,418.5945,287.559604,0.686965
BR-007-T04,BR-007,Branched,9,76.8,50.7648,0.661,168.96,121.821655,0.721009,48.96,31.922787,0.652018,103.152,9.9468,58.867938,397.872,273.32398,0.686965
BR-007-T04,BR-007,Branched,10,80,52.88,0.661,176,126.897558,0.721009,51,33.252903,0.652018,107.45,10.36125,61.320769,414.45,284.712479,0.686965
BR-008-T01,BR-008,Branched,1,101.97,66.99429,0.657,76.22,54.650415,0.717009,82.4,55.127058,0.669018,91.2065,8.794912,54.697881,351.7965,240.264557,0.682965
BR-008-T01,BR-008,Branched,2,97.02,63.74214,0.657,72.52,51.997482,0.717009,78.4,52.450988,0.669018,86.779,8.367975,52.042644,334.719,228.601229,0.682965
BR-008-T01,BR-008,Branched,3,100.98,66.34386,0.657,75.48,54.119828,0.717009,81.6,54.591844,0.669018,90.321,8.709525,54.166834,348.381,237.931891,0.682965
BR-008-T01,BR-008,Branched,4,96.03,63.09171,0.657,71.78,51.466895,0.717009,77.6,51.915773,0.669018,85.8935,8.282588,51.511597,331.3035,226.268563,0.682965
BR-008-T01,BR-008,Branched,5,99.99,65.69343,0.657,74.74,53.589241,0.717009,80.8,54.05663,0.669018,89.4355,8.624138,53.635786,344.9655,235.599225,0.682965
BR-008-T01,BR-008,Branched,6,95.04,62.44128,0.657,71.04,50.936309,0.717009,76.8,51.380559,0.669018,85.008,8.1972,50.980549,327.888,223.935897,0.682965
BR-008-T01,BR-008,Branched,7,99,65.043,0.657,74,53.058655,0.717009,80,53.521416,0.669018,88.55,8.53875,53.104739,341.55,233.26656,0.682965
BR-008-T01,BR-008,Branched,8,102.96,67.64472,0.657,76.96,55.181001,0.717009,83.2,55.662273,0.669018,92.092,8.8803,55.228928,355.212,242.597222,0.682965
BR-008-T01,BR-008,Branched,9,98.01,64.39257,0.657,73.26,52.528068,0.717009,79.2,52.986202,0.669018,87.6645,8.453362,52.573692,338.1345,230.933894,0.682965
BR-008-T01,BR-008,Branched,10,101.97,66.99429,0.657,76.22,54.650415,0.717009,82.4,55.127058,0.669018,91.2065,8.794912,54.697881,351.7965,240.264557,0.682965
BR-008-T02,BR-008,Branched,1,114.46,74.74238,0.653,94.09,67.087003,0.713009,105.73,70.312321,0.665018,109.998,10.60695,65.321089,424.278,288.069743,0.678965
